zinc_id	supplier_code	substance.preferred_name	substance.smiles	substance.purchasable	substance.purchasability	substance.rb	substance.reactive	substance.features	calalog
ZINC000006900805	16022193	NA	Cc1nc2cccnc2n1-c1ccc(CC(=O)Nc2ccc(C)cc2Cl)cc1	10	For-Sale	4	0	set(['aggregator'])	aggregators
ZINC000006900867	16022215	NA	CCc1nc2cccnc2n1-c1ccc(CC(=O)Nc2ccccc2Cl)cc1	10	For-Sale	5	0	set(['aggregator'])	aggregators
ZINC000006900880	16022217	NA	CCc1nc2cccnc2n1-c1ccc(CC(=O)Nc2cccc(C)c2C)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000008595539	16023384	NA	Cc1ccc2ccc3cc(C(=O)Nc4ccc(C)c(F)c4)[nH]c3c2n1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000008605450	16026754	NA	O=C(CNC(=O)c1ccccc1Cl)OCc1cc(=O)n2ccsc2n1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000008605466	16026774	NA	Cc1csc2nc(COC(=O)CNC(=O)c3ccccc3Cl)cc(=O)n12	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000008608450	16027960	NA	CCCN1CCN(c2ncnc3sc(C(=O)Nc4cccc(Cl)c4C)c(C)c32)CC1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000008609592	16028856	NA	CCOC(=O)c1ccc(NC(=O)CSc2ncc(S(=O)(=O)c3ccc(C)c(Cl)c3)c(=O)[nH]2)cc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000008610238	16029229	NA	Cn1cc(S(=O)(=O)N2CCCCC2)cc1C(=O)NCc1ccc(Cl)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000008598522	16030661	NA	CC(=O)Nc1c(C)nn(-c2ccccc2)c1N1CCC(C(=O)NCc2ccccc2Cl)CC1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000008601651	16032637	NA	CCS(=O)(=O)c1cccc(C(=O)N2CCN(c3nc4c(s3)c(Cl)ccc4C)CC2)c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000008583902	16034731	NA	COc1ccc(-c2cn3nc(N4CCC[C@H](C(=O)NCc5ccc(Cl)cc5)C4)sc3n2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000008583903	16034731	NA	COc1ccc(-c2cn3nc(N4CCC[C@@H](C(=O)NCc5ccc(Cl)cc5)C4)sc3n2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001838759	1612942	NA	Cc1ccc(C(=O)NCC(=O)OCC(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000001852276	1616653	NA	Cc1ccccc1OCC(=O)NCC(=O)OCC(=O)c1ccc2ccccc2c1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000009090367	16237320	NA	O=C1N/C(=N\N=C\c2ccc3ncccc3c2)S[C@H]1Cc1ccc(SC(F)F)cc1	50	Premier	6	30	set(['aggregator'])	aggregators
ZINC000009090368	16237320	NA	O=C1N/C(=N\N=C\c2ccc3ncccc3c2)S[C@@H]1Cc1ccc(SC(F)F)cc1	50	Premier	6	30	set(['aggregator'])	aggregators
ZINC000253915673	16757835	NA	O=C(O)c1cc(O)c2c(c1)[C@H]([C@@H]1c3cccc(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@@H]4O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c1C2=O	1	Annotated	9	0	set(['aggregator'])	aggregators
ZINC000253915678	16757835	NA	O=C(O)c1cc(O)c2c(c1)[C@H]([C@@H]1c3cccc(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@@H]4O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O[C@@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c1C2=O	1	Annotated	9	0	set(['aggregator'])	aggregators
ZINC000253915682	16757835	NA	O=C(O)c1cc(O)c2c(c1)[C@H]([C@@H]1c3cccc(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@@H]4O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O[C@@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@H]3O)c1C2=O	1	Annotated	9	0	set(['aggregator'])	aggregators
ZINC000253915685	16757835	NA	O=C(O)c1cc(O)c2c(c1)[C@H]([C@@H]1c3cccc(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@@H]4O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)c1C2=O	1	Annotated	9	0	set(['aggregator'])	aggregators
ZINC000002057622	1721956	NA	CCn1c2ccccc2c2cc(NC(=O)c3ccc(Br)o3)ccc21	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000029747110	172306	fiduxosin	COc1cccc2c1[C@@H]1CN(CCCCn3c(O)nc4c5nc(-c6ccccc6)cnc5sc4c3=O)C[C@@H]1CO2	50	Premier	7	0	set(['aggregator', 'investigational'])	aggregators
ZINC000000599985	1727	ampyra	Nc1ccncc1	50	Premier	0	0	set(['fda', 'aggregator', 'biogenic'])	aggregators
ZINC000001676877	174223	NA	Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000019828033	1743345	NA	O=C(c1ccc(COc2c(F)c(F)c(F)c(F)c2F)o1)N1CCN(Cc2ccc3c(c2)OCO3)CC1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001487934	176406	NA	CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1	50	Premier	7	0	set(['aggregator', 'in-vitro'])	aggregators
ZINC000002151022	1801434	NA	CCOC(=O)c1c2c(sc1N1C(=O)Nc3cc(Cl)c(Cl)cc3N1O)CCCCC2	10	For-Sale	3	0	set(['aggregator'])	aggregators
ZINC000002186572	1822015	NA	CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccccc3)cc2)s1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000000196200	182791	NA	c1ccc2cc3c(cc2c1)nccc3NCCN1CCOCC1	50	Premier	4	5	set(['aggregator'])	aggregators
ZINC000002217014	1849672	NA	COc1ccc(-c2cc(C#N)nc(Oc3ccc(Cl)cc3)n2)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000254515777	1870020	NA	COc1ccc(N=Cc2nc(-c3ccccc3)oc2OC(=O)c2ccccc2)cc1	3	Bks	6	30	set(['aggregator'])	aggregators
ZINC000013471640	1888319	NA	N#Cc1c(NCCCO)nc(-c2ccco2)c2c1CCCC2	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000019805971	1898363	NA	CCCCc1nc(N)c(C#N)c(-c2ccco2)c1CCC	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000252596539	1903139	NA	Cc1ccc(C(=O)Oc2oc(-c3ccco3)nc2C=Nc2ccccc2)cc1	3	Bks	5	30	set(['aggregator'])	aggregators
ZINC000002279362	1903670	NA	CCOC(=O)C(C(=O)OCC)N(C#N)c1nc(OC)nc(N(C)C)n1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000254791936	1905664	NA	Cc1ccc(C(=O)Oc2oc(-c3ccco3)nc2C=Nc2ccc(Cl)cc2)cc1	3	Bks	5	30	set(['aggregator'])	aggregators
ZINC000008687462	1947460	NA	O=C(CNC(=O)/C(=C\c1ccc(Br)cc1)NC(=O)c1ccccc1)OCc1ccccc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000002341438	1954975	NA	O=C(Cn1c2sc3c(c2c(=O)n(Cc2ccco2)c1=O)CCCCC3)Nc1ccccc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002343803	1957156	NA	Nc1nnc(SCC(=O)NCCOc2ccccc2)s1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000006088683	1960788	NA	CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(OC)cc3)cc2)s1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000002359928	1972114	NA	O=C(c1ccco1)N1CCN(c2ncnc3c4cc(Cl)ccc4[nH]c32)CC1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000020133340	1977789	NA	COc1ccc(-c2nc(C#N)c(NCCCN3CCOCC3)o2)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000002393839	1992940	NA	Nc1nc(SCc2ccc(Cl)cc2Cl)nc2nc3c(cc12)CCCC3	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000015865840	199500	NA	c1cc(CSSCc2ccncc2)ccn1	50	Premier	5	50	set(['aggregator', 'in-vitro'])	aggregators
ZINC000029409637	2_01	NA	O=C(O)c1cc(-c2ccc(Cl)cc2)nc(-c2ccc(Sc3ccc(Cl)cc3)cc2)c1	1	Annotated	5	0	set(['aggregator'])	aggregators
ZINC000002412930	2010180	NA	Cc1cccc(CS(=O)(=O)c2nnc([C@H](Cc3ccccc3)NC(=O)OC(C)(C)C)o2)c1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000029467105	2_02	NA	CC(C)(C)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(Cl)c(Cl)c3)n2)cc1	1	Annotated	3	0	set(['aggregator'])	aggregators
ZINC000029416753	2_03	NA	O=C(O)c1cc(-c2ccc(Cl)cc2)nc(-c2ccc(-c3ccccc3)cc2)c1	1	Annotated	4	0	set(['aggregator'])	aggregators
ZINC000029416750	2_04	NA	CCCCc1ccc(-c2cc(C(=O)O)cc(-c3ccc(Cl)cc3)n2)cc1	1	Annotated	6	0	set(['aggregator'])	aggregators
ZINC000029411309	2_05	NA	CC(C)C[C@@H](Oc1ccc(OC(=O)c2cc(-c3ccc(Cl)cc3)nc(-c3ccc(Cl)cc3)c2)cc1)C(=O)O	1	Annotated	9	0	set(['aggregator'])	aggregators
ZINC000029411312	2_05	NA	CC(C)C[C@H](Oc1ccc(OC(=O)c2cc(-c3ccc(Cl)cc3)nc(-c3ccc(Cl)cc3)c2)cc1)C(=O)O	1	Annotated	9	0	set(['aggregator'])	aggregators
ZINC000002476285	2055089	NA	O=C1c2cccc3cccc(c32)C(=O)N1c1ccc2ncccc2c1	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000029411304	2_06	NA	Cc1ccc(-c2cc(C(=O)O)cc(-c3ccc4ccccc4c3)n2)cc1	1	Annotated	3	0	set(['aggregator'])	aggregators
ZINC000002592951	2066742	NA	Cc1ccc(C(=O)COC(=O)CNC(=O)COc2ccccc2C)cc1C	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000029411295	2_07	NA	COc1ccc2c(c1)CC[C@H]1[C@@H]3CC[C@H](NCCNc4ccc([N+](=O)[O-])cn4)[C@@]3(C)CC[C@H]21	1	Annotated	7	0	NA	aggregators
ZINC000150338563	2_07	NA	COc1ccc2c(c1)CC[C@H]1[C@H]3CC[C@H](NCCNc4ccc([N+](=O)[O-])cn4)[C@@]3(C)CC[C@H]21	1	Annotated	7	0	set(['aggregator'])	aggregators
ZINC000299872410	2_07	NA	COc1ccc2c(c1)CC[C@H]1[C@@H]3CC[C@@H](NCCNc4ccc([N+](=O)[O-])cn4)[C@@]3(C)CC[C@H]21	1	Annotated	7	0	NA	aggregators
ZINC000299872411	2_07	NA	COc1ccc2c(c1)CC[C@H]1[C@H]3CC[C@@H](NCCNc4ccc([N+](=O)[O-])cn4)[C@@]3(C)CC[C@H]21	1	Annotated	7	0	NA	aggregators
ZINC000002617829	2079716	NA	C=CCn1c(SCc2cc(C(C)=O)ccc2OCC)nc2ccccc2c1=O	50	Premier	8	30	set(['aggregator'])	aggregators
ZINC000029417502	2_08	NA	COc1ccc2c(c1)CC[C@H]1[C@@H]3CC[C@H](NCCCc4ccccc4)[C@@]3(C)CC[C@H]21	1	Annotated	6	0	NA	aggregators
ZINC000150338559	2_08	NA	COc1ccc2c(c1)CC[C@H]1[C@H]3CC[C@H](NCCCc4ccccc4)[C@@]3(C)CC[C@H]21	1	Annotated	6	0	set(['aggregator'])	aggregators
ZINC000299872448	2_08	NA	COc1ccc2c(c1)CC[C@H]1[C@@H]3CC[C@@H](NCCCc4ccccc4)[C@@]3(C)CC[C@H]21	1	Annotated	6	0	NA	aggregators
ZINC000299872449	2_08	NA	COc1ccc2c(c1)CC[C@H]1[C@H]3CC[C@@H](NCCCc4ccccc4)[C@@]3(C)CC[C@H]21	1	Annotated	6	0	NA	aggregators
ZINC000002622353	2084275	NA	O=C(COC(=O)CNC(=O)C1CCCCC1)Nc1ccc(Cl)cn1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000005176894	20846827	NA	O=C(N/N=C/c1ccncc1)c1cccc(NC(=O)c2ccc(Cl)cc2)c1	50	Premier	5	50	set(['aggregator'])	aggregators
ZINC000015973705	20846963	NA	C#CCOc1c(Cl)cc(/C=N/NC(N)=S)cc1OCC	3	Bks	6	30	set(['aggregator'])	aggregators
ZINC000002626850	2089180	NA	O=C(CSc1nnc(-c2ccccc2)n1Cc1ccc2c(c1)OCO2)N1CC(=O)Nc2ccccc21	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000059901695	2_09	NA	CO[C@@H]1CC[C@]2(C)[C@H](CC[C@H]3[C@H]4CC[C@@H](NCCN)[C@]4(C)C[C@@H](O)[C@@H]32)C1	1	Annotated	4	0	set(['aggregator'])	aggregators
ZINC000059901702	2_09	NA	CO[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@H]4CC[C@@H](NCCN)[C@]4(C)C[C@@H](O)[C@@H]32)C1	1	Annotated	4	0	set(['aggregator'])	aggregators
ZINC000299872384	2_09	NA	CO[C@@H]1CC[C@]2(C)[C@H](CC[C@H]3[C@@H]4CC[C@@H](NCCN)[C@]4(C)C[C@@H](O)[C@@H]32)C1	1	Annotated	4	0	NA	aggregators
ZINC000299872389	2_09	NA	CO[C@@H]1CC[C@]2(C)[C@H](CC[C@@H]3[C@@H]4CC[C@@H](NCCN)[C@]4(C)C[C@@H](O)[C@@H]32)C1	1	Annotated	4	0	NA	aggregators
ZINC000012508077	2091189	NA	CSCC[C@H](NC(=O)COc1ccc(Cl)cc1)c1nc2ccccc2[nH]1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000004588667	2094146	NA	Cc1ccc(C2=N/C(=C\c3cccnc3)C(=O)O2)cc1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000002635943	2098588	NA	O=C(COC(=O)CNC(=O)C1CCCCC1)Nc1ccc2ccccc2c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000002636307	2099008	NA	COc1ccc(OC)c(C(=O)COC(=O)CNC(=O)C2CCCCC2)c1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000000110550	2_10	NA	O=C1Nc2ccccc2/C1=C/c1ccc(-c2cccs2)s1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000033365144	2_10	NA	O=C1Nc2ccccc2/C1=C\c1ccc(-c2cccs2)s1	30	Agent	2	0	set(['aggregator'])	aggregators
ZINC000002637669	2100448	NA	N#Cc1ccc(NC(=O)COC(=O)CNC(=O)C2CCCCC2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000002645702	2108728	NA	CC(=O)c1c(C)[nH]c(C(=O)COC(=O)CCSc2ccccc2)c1C	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000002645759	2108786	NA	Cc1cc(C(=O)COC(=O)CNC(=O)c2ccc(Cl)c(Cl)c2)c(C)n1Cc1ccco1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000008657793	2_11	NA	CC(C)(C)c1cc(/C=C2/C(=O)Nc3ncccc32)cc(C(C)(C)C)c1O	1	Annotated	1	0	set(['aggregator'])	aggregators
ZINC000002647274	2110316	NA	O=C(CNC(=O)c1ccc(Cl)cc1Cl)OCc1nc2ccccc2s1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002652325	2115665	NA	Cc1cc(NC(=O)COC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(F)cc2)no1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000000021786	2_12	NA	CN(C)c1ccc(/C=C2\c3ccccc3NC2=O)cc1	50	Premier	2	10	set(['aggregator'])	aggregators
ZINC000029417235	2_13	NA	O=C1Nc2ccccc2/C1=C\c1ccc2c(c1O)CCCC2	1	Annotated	1	0	set(['aggregator'])	aggregators
ZINC000002686657	2134372	NA	Cc1ccc(S(=O)(=O)/C(=C/Cl)NC(=O)c2ccccc2)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000029463683	2_14	NA	O=C(Nc1nnc(Sc2nc3cc(Cl)ccc3s2)s1)c1cccs1	1	Annotated	4	0	set(['aggregator'])	aggregators
ZINC000261127332	2_15	NA	Oc1ccc(N=Nc2cccc(Br)c2)cc1	10	For-Sale	2	10	set(['aggregator'])	aggregators
ZINC000002716862	2152425	NA	CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCCOC)c1=NC(C)=O	3	Bks	6	0	set(['aggregator'])	aggregators
ZINC000002719811	2155250	NA	COc1ccccc1-n1c(=O)c2c(nc1SCC(=O)Nc1nnc(C)s1)CCS2	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000054360537	2158304	NA	CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(Cc2ccco2)c1=NC(=O)c1cccnc1	3	Bks	5	0	set(['aggregator'])	aggregators
ZINC000004529848	2_16	NA	Cc1cc(Cl)cc2c1C(=O)/C(=C1\Sc3cc(Cl)cc(C)c3C1=O)S2	50	Premier	0	30	set(['aggregator'])	aggregators
ZINC000261158722	2_17	NA	O=S(=O)(O)c1cc(Br)ccc1N=Nc1c(O)c2c(O)c(N=Nc3ccc(Br)cc3S(=O)(=O)O)c(S(=O)(=O)O)cc2cc1S(=O)(=O)O	1	Annotated	8	10	set(['aggregator'])	aggregators
ZINC000008684836	2171186	NA	COc1cc(N/C(S)=N\CCSc2ccc(C)cc2)cc(OC)c1	50	Premier	7	30	set(['aggregator'])	aggregators
ZINC000002805639	2172338	NA	COCCN1C=C(C(=O)OC)C(c2cc(Br)c(OC)c(OC)c2)C(C(=O)OC)=C1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000001150268	2175334	NA	O=C(N/C(=C/c1ccco1)C(=O)OCN1C(=O)c2ccccc2C1=O)c1ccccc1	30	Agent	6	0	set(['aggregator'])	aggregators
ZINC000002816522	2177344	NA	Cc1cc(=O)oc2cc(OCC(=O)NCCc3nc4ccccc4[nH]3)ccc12	50	Premier	6	0	set(['aggregator', 'biogenic'])	aggregators
ZINC000002822944	2182399	NA	CS(=O)(=O)Oc1ccccc1/C=C1/N=C(c2ccc(F)cc2)OC1=O	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004798867	2_18_3	NA	O=C(O)COc1ccc(N=Nc2ccc3cc(Br)ccc3c2O)cc1	1	Annotated	5	0	set(['aggregator'])	aggregators
ZINC000012731584	2187862	NA	Cc1ccc(/C=C(\NC(=O)c2ccccc2)C(=O)OCc2ccccc2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000029467607	2_19	NA	CCCCCC[C@@H](Oc1ccc(S(=O)(=O)c2ccc(OCc3ccccc3)cc2)cc1)C(=O)O	1	Annotated	13	0	set(['aggregator'])	aggregators
ZINC000029467610	2_19	NA	CCCCCC[C@H](Oc1ccc(S(=O)(=O)c2ccc(OCc3ccccc3)cc2)cc1)C(=O)O	1	Annotated	13	0	set(['aggregator'])	aggregators
ZINC000001135761	2190894	NA	Cc1ccc(C(=O)N/C(=C/c2ccco2)C(=O)OCN2C(=O)c3ccccc3C2=O)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000002835622	2192323	NA	O=C(Nc1cccc(C(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)c1)c1ccco1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002840326	2195947	NA	Cc1ccc(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c1	50	Premier	3	30	set(['aggregator'])	aggregators
ZINC000002840971	2196572	NA	Cc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c(C)c1	50	Premier	3	30	set(['aggregator'])	aggregators
ZINC000029465700	2_20	NA	C(=C1c2ccccc2-c2ccccc21)[C@H]1CCCNC1	1	Annotated	1	0	set(['aggregator'])	aggregators
ZINC000029465702	2_20	NA	C(=C1c2ccccc2-c2ccccc21)[C@@H]1CCCNC1	1	Annotated	1	0	set(['aggregator'])	aggregators
ZINC000006460755	2204573	NA	O=C(NC(=S)Nc1cc(-c2nc3ccccc3[nH]2)ccc1Cl)c1ccc2c(c1)OCO2	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002861505	2214811	NA	O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCCCCC1	3	Bks	3	0	set(['aggregator'])	aggregators
ZINC000002865655	2218798	NA	CCCOc1ccc(-c2nc(C#N)c(N3CCc4ccccc4C3)o2)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002866663	2219687	NA	CCCCNc1oc(-c2ccc(OC)cc2)nc1S(=O)(=O)c1ccccc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000002869503	2222590	NA	O=C(O)c1cccc(CSc2nc(-c3ccc(Cl)cc3)cc(C(F)(F)F)n2)c1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000017441347	2233956	NA	Cc1ccc2nc(-c3ccc(NC(=O)CSc4ccccc4)cc3)[nH]c2c1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002886098	2238214	NA	Cc1cc(C)c(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c1C	50	Premier	3	30	set(['aggregator'])	aggregators
ZINC000002891850	2244013	NA	Cc1ccc(S(=O)(=O)CC#CCOC(=O)c2ccc([N+](=O)[O-])cc2)cc1	50	Premier	5	30	set(['aggregator'])	aggregators
ZINC000006296369	2247463	NA	CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)s1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000003775575	227456	gossypol	Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)c(C=O)c(O)c(O)c3C(C)C)c(C=O)c(O)c(O)c2C(C)C	50	Premier	5	10	set(['in-man', 'aggregator', 'biogenic'])	aggregators
ZINC000002983318	2282647	NA	C#CCOC(=O)/C(=C/C=C/c1ccccc1)NC(=O)c1ccccc1	50	Premier	6	30	set(['aggregator'])	aggregators
ZINC000012342799	2286812	NA	CC(=C\c1ccccc1)/C=C1\SC(=S)N(CCCC(=O)Nc2ccc(C(=O)O)c(O)c2)C1=O	50	Premier	8	10	set(['aggregator', 'in-vitro'])	aggregators
ZINC000003000098	2296268	NA	C=CCOC(=O)/C(=C/c1ccco1)NC(=O)/C=C/c1ccccc1	50	Premier	7	30	set(['aggregator'])	aggregators
ZINC000003005618	2301472	NA	O=C(NCCCO)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1	3	Bks	6	0	set(['aggregator'])	aggregators
ZINC000003178230	2313812	NA	CNc1oc(Cc2ccccc2)nc1S(=O)(=O)c1ccc(Cl)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000003183033	2316406	NA	CN(C)c1cccc2c(C=C(C#N)C#N)ccc(N(C)C)c21	50	Premier	3	50	set(['aggregator'])	aggregators
ZINC000012512355	2320029	NA	O=C1/C(=C\c2ccccn2)SC(=S)N1Nc1ncc(C(F)(F)F)cc1Cl	30	Agent	3	10	set(['aggregator'])	aggregators
ZINC000003206033	2327951	NA	Cc1nn(-c2ccccc2)c(N2CCCC2)c1/C=C1\N=C(c2ccc(F)cc2)OC1=O	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000005603055	2328158	NA	Cc1nn(-c2ccccc2)c(N2CCCC2)c1/C=C1\N=C(c2ccc(C)cc2)OC1=O	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000003207212	2328634	NA	Cc1nn(-c2ccccc2)c(N2CCCC2)c1/C=C1\N=C(c2ccc(OC(C)C)cc2)OC1=O	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000003207215	2328636	NA	Cc1nn(-c2ccccc2)c(N2CCCC2)c1/C=C1\N=C(c2ccccc2)OC1=O	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000003219862	2338527	NA	O=S(=O)(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCOCC1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000003222040	2340519	NA	O=C(COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccs1)Nc1cc(F)ccc1F	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000003224798	2342997	NA	O=C(COC(=O)CNC(=O)c1ccccc1)Nc1ccc(Cl)cc1C(F)(F)F	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000003850812	234474	NA	O=[N+]([O-])c1ccc(Nc2nc3ccccc3s2)cc1	50	Premier	3	0	set(['aggregator', 'in-vitro'])	aggregators
ZINC000095544209	235431	NA	O=C1CN2CCN(CC2)CC(=O)Nc2ccc(cc2)S(=O)(=O)c2ccc(cc2)NC(=O)CN2CCN(CC2)CC(=O)Nc2ccc(cc2)S(=O)(=O)c2ccc(cc2)N1	40	In-Stock	0	0	set(['aggregator', 'in-vitro'])	aggregators
ZINC000003239469	2357037	NA	O=C(COC(=O)CCSc1ccccc1Cl)Nc1ccc(F)cc1F	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000003239773	2357360	NA	O=C(COC(=O)c1cc(-c2cccs2)nc2ccccc21)NCc1ccco1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000003240016	2357590	NA	O=C(CNC(=O)c1ccccc1F)OCC(=O)N1CCCCC1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000003240951	2358443	NA	O=C(COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccs1)Nc1c(Cl)cccc1Cl	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000000188598	236275	NA	c1coc(-c2nc3ccccc3nc2-c2ccco2)c1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000003248050	2365251	NA	O=C(COC(=O)CNC(=O)c1ccc(Cl)cc1)Nc1ncc(C(F)(F)F)cc1Cl	3	Bks	6	0	set(['aggregator'])	aggregators
ZINC000003879185	23675739	acid blue 129	Cc1cc(C)c(Nc2cc(S(=O)(=O)O)c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1	50	Premier	3	10	set(['aggregator'])	aggregators
ZINC000003260572	2377339	NA	Cc1ccc(S(=O)(=O)NCC(=O)OCC(=O)Nc2ncc(Cl)cc2Cl)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000003260853	2377635	NA	Cc1ccc(SCCC(=O)OCC(=O)Nc2ncc(Cl)cc2Cl)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000003261743	2378436	NA	Cc1ccc(NC(=O)COC(=O)CNC(=O)c2ccc(Br)cc2)c(C)c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000003263106	2379675	NA	O=C(CNC(=O)c1ccc(Cl)cc1)OCc1nc2ccccc2s1	50	Premier	5	0	set(['aggregator'])	aggregators
